#Strain	Comment
Tanner	U.S. Government, as represented by the Secretary of Agriculture, PVP 200300172
Tara	Agripro Seeds, Inc., PVP 8000071
TC 137	Late maturing mutant in Holladay
TCHM06-M-204	Selection from Holladay
TCWN05/06-5165	RESISTANT TO MN DEF
TCWN05X06-5045	RESISTANT TO MN DEF
TCWN05X06-5050	PART RESISTANT TO MN DEF
TCWN05X06-5165	PVP 200600205
Teejay	Bulletin 1746
Tennessee Non pop	Terral-Norris Seed Company, Inc., PVP 8200153
Terra-Vig 505	Terral-Norris Seed Company, Inc., PVP 8600034
Terra-Vig 515	Terral-Norris Seed Company, Inc., PVP 8600001
Terra-Vig 553	Terral-Norris Seed Company, Inc., PVP 9300010
Terra-Vig 5555	Terral Seed, Inc., PVP 9300094
Terra-Vig 5676	Terral-Norris Seed Company, Inc., PVP 8000163
Terra-Vig 606	Terral-Norris Seed Company, Inc., PVP 8600005
Terra-Vig 616	Terral Seed, Inc., PVP 9300095
Terra-Vig 6253	Terral Seed, Inc., PVP 9300096
Terra-Vig 6792	Terral-Norris Seed Company, Inc., PVP 7605003
Terra-Vig 708	Terral-Norris Seed Company, Inc., PVP 8600006
Terra-Vig 717	Terral-Norris Seed Company, Inc., PVP 8600033
Terra-Vig 808	Terral Seed, Inc., PVP 9500257
Terral TV5495	Terral Seed, Inc., PVP 9800042
Terral TV5797	Terral Seed, Inc., PVP 9700055
TETABIATE	F7, GP-370
TGx 1987-118F	F7, GP-368
TGx 1987-129F	F7, GP-369
TGx 1987-76F	IITA lines, high yielding
Thompson T8112	PVP 9300097
Titan	T J Seed Company, PVP 9900312
TJS 410	King Agro Inc., PVP 9000023
TK 89	Selection from 5601T
TN01-294RR	Presumably crossed with Mon RR
TN04-617-RR	= F3:5 Rend
TN05-3027	= F3:5 LG97-9015
TN09-004	CV-527
TN09-193	LOW PHYTATE
TN10-4-409	37.5% exotic pedigree
TN11-5095	F21 reselection of 5601T, CV-526
TN11-5118	Conv., High Protein
TN12-5508R2	RR2
TN12-5523R2	RR2
TN12-6509	RR2
TN13-3519R2	Conv.,  37 % exotic
TN13-4301	Reselection from AVRDC AGS292, Conv., Meal Protein ? 48%
TN13-5503R2	RR2
TN13-5508R2	RR1, 12.5 % exotic
TN13-5535	= 75T40 SP No.91.
TN13-5538R1-4	= 75T40 SP No.30.
TN13-5741R2	RR1
TN13-5745RR1	RR1
TN14-5017	Conv.
TN14-5021	Conv.
TN14-5035	RR2
TN14-5542R2	Conv., GP-437
TN15-4009	Conv.
TN15-4038	Meal Protein ? 48%, Conv.
TN15-4302	RR2
TN15-4545	RR2
TN15-4546	Meal Protein ? 48%, Conv., CV-535
TN15-5007	Meal Protein ? 48%, Conv.
TN15-5008	Conv., Meal Protein ? 48%
TN15-5012	Conv
TN15-5015	RR2
TN16-5027	RR1, BC4F2
TN16-510	Conv.
TN16-510R1	RR1, BC4F2 derived
TN16-520R1	RR1, BC4F2
TN16-521	RR1, BC4F2 derived
TN16-532	RR1, BC2 derived
TN16-5817RR1	RR1, BC1 derived
TN16-5858R1	RR1, BC4F2
TN16-619	RR1, BC4F2
TN16-630R1	RR1, BC4F2
TN20-5036	Single plant selection from F6 generation
TN5-95	low phytate; >50% protein meal
TN76-32	Dwarf mutant of D68-127
TN89-39	Released as TN4-94
TN93-99	Deriviative of 1N93-99; US7777102, RR
TN96-192	PVP200400045
TN96-64	PVP 200400178
TN99-376	Selection from Satelite
TN99-76194	Oleic ? 75%, Conv.
TNLR-07	Oleic ? 75% Conv.
TNLR-10	Oleic ? 75%, Conv.
Tokyo	Introduction; Vegetable soybean
Tomahomare	PVP 9600076
Tracker	PVP 7400062
Tracy	Metribuzin tolerant selection,
Tracy-M	PVP 9700293
Traverse	Midwest Oilseeds Inc
Tri-Valley Charger	Midwest Oilseeds Inc
Troll	Novartis Seeds, Inc., PVP 8100176
TSB90-302	PVP 200000171
Turner	Terral Seed, Inc., PVP 9900264
TypXX stam 9	Agricultural Research Service USDA, PVP 9800029
U01-290931	Selection from UP3YC1S3 population
U02-341563	NAM Strain
U09-224078	Selection from population?
U09-233044	Selection from population UP2YC4
U11239	PVP 8000031
U13-228304	F1
U20325	PVP 8100139
U46762	Mixed seed
U49-2	Selection from U49-2
U50-41	Selection from U49-2
U85-71084	PVP 9400190
U8662062	released as Holt
U94-2629	Selection from a male sterile intermated population.
U95-2418	Selection from MSBP1 male sterile population.
U96-2408	Selection from MSBP2 (F1 Bulk) population
U97-209053-74	Selection from MSBP3F6 population
U97-2519	Selection from MSBP3 population
U98-407345	Selection from MSBP6S4 population
U99-507030R	Arkansas Agricultural Experimental Station, University of Arkansas, PVP 200600045
UA 4910	F4, CV-141
UA 5014C	CV-531
UA 5115C	CV-514, F4:F5
UA 5213C	CV-513, F2:F3
UA 5612	CV-529
UA 5715GT	CV-522, F4
UA 5814HP	CV-530
UARK-282HO	Conv., Diversity
UD672	IITA lines, rust resistant
UG5	Minnesota Agricultural Experiment Station, PVP 9800050
Union	G. Graef Intermated population
UP1-90-123-8	G. Graef Intermated population
UP1C1-92-102	G. Graef Intermated population
UP1C4-95-30	G. Graef Intermated population
UP1C6-47	G. Graef Intermated Population
UP1C8-130-125-19	G. Graef Intermated population
UP1C8-90-123-10	G. Graef Intermated population
UP1C8-90-223-18	G. Graef Intermated Population
UP1C8-90-233-20	G. Graef (S1) C6-47 S1 line intermated population
UP1Fe	G. Graef Selection from S1 line intermated population
UP1Fe-S1 C6-47	G. Graef S1 line intermated population
UP1Fe-S1 C7-150	G. Graef S1 line intermated population
UP1Fe-S1 C8S0-90	G. Graef S1 line intermated population
UP1Fe-S1 C8S0-91	G. Graef Intermated Population
UP1FE-30	G. Graef population
UP1FE-95-9	G. Graef Intermated Population
UP1FE-S1-C6-47	G. Graef population
UP1Fe30	G. Graef Intermated population
UP2PC4-28-12-254-9	G. Graef S1 line intermated population
UP2YC4S3	G. Graef Intermated population
UP3PC2-56-2	G. Graef Intermated population
UP3YC1S3	G. Graef Intermated population
UP3YC2S2	G. Graef S1 line intermated population
UP3YC2S3	G. Graef Intermated Population
Uphoff 3100	GP-435, Low Phytate
USDA-N6003LP	GP-442
V03-0293	Virginia Tech Intellectual Properties, Inc., PVP 201400095
V04-5959	Pro
V05-2664	exotic
V06-0855	Det.
V06-10038	low sats
V06-8015	exotic
V07-5781	small seed
V07-5944	Det. (High Pro)
V07-9330	Rsv1
V07-9390	SCN
V07-9496	SCN
V07-9734	SCN
V08-0062	Det.
V08-0136	Det.
V08-1909	Det.
V08-1924	Det.
V08-2377	Det.
V08-2412	Det.
V09-2618	F4, Conv.
V11-2149	F4, Conv.
V11-2187	Conv., > 50% meal, LP, Sugars, F4, RR1
V11-3163	F4, RR1
V11-3522	F4, RR2
V12-0045R2	Conv.
V12-1416	F4, Conv.
V12-3446	F4, Conv., > 50% meal, LP, sugars
V13-0113	F4, RR1
V215	Selection of a natural cross
V67-447	Parentage conflict
V72-580	Probably
V78-184	Mutant of Essex
V81-1325	Selection from Vance, PVP 8900271
V87-396	PVP 9800048
V96-0332	PVP 200600205
V96-4174	Sister line of Vance
V96-4181	Sister line of Vance used as parent
Verde	PVP 9400009
Vertex	PVP 7900065, Parents are L65-1342, Mack, Anoka, Corsoy. See PVP for details.
Vickery	BioTechnica Agriculture, Inc., PVP 7900025
Viking	PVP 7900063
Vinton	PVP 8200050
Vinton 81	Introduction
Vistive Gold: DF 5265 N VG R2Y	Brazillian cultivar
Volstate	Voris Seeds, Inc., PVP 7500055
Voris 311	V. R. Seeds, Inc., PVP 8200057
VR 3393	50% exotic
VS04-819	50% exitic
VS04-922	0% exotic
VS04-964	50% exotic
VS20-412	(50% exotic pedigree)
VS21-449	(50% exotic pedigree)
VS22-537	Parentage conflict
W10381-022	E. I. du Pont de Nemours and Company, PVP 9000036
W2707-23	Pioneer Hi-Bred International, Inc., PVP 9300066
W61-4221	Seneca is a possible parent
Wabash	NDSU Research Foundation, PVP 200100100
Walsh	CV-285
Wamotan 6640	Selection from mixed seed lot
Wayne	PVP 8000061
Weber BC	PVP 7300097
Wells	PVP 7900073
Wells BC6	PVP 7900073
Wells II	PVP 8400084 
Westag 97	Selected from Biloxi from natural hybrid
White Biloxi	PVP 9600329
Williams 82	PVP 8400082
Williams BC6	Introduction; Introduced from Vavilov Inst. of Plant Industry ca. 1979
Wilson	Helena Chemical Company, PVP 7900058
Wilstar 790	PVP 8400082
Wirth	Selection from Manchu 3
Wis. Manchu 3 sel.	Selection from Manchu
Wis. Manchu 606	Introduction; Introduced from USSR ca. 1955
Wis. Manchu 839-14	Introduction; Introduced from USSR, not from 'Manchu'  
WN0902577	Syngenta Crop Protection AG, PVP 201200386
WN0912598	Syngenta Crop Protection AG, PVP 201200383
WN0912882	Syngenta Crop Protection AG, PVP 201200384
WN0912883	Syngenta Crop Protection AG, PVP 201300424
WN0913499	Syngenta Crop Protection AG, PVP 201200385
WN0913501	Syngenta Crop Protection AG, PVP 201200387
WN0913535	Syngenta Crop Protection AG, PVP 201300393
WN1012471	Syngenta Crop Protection AG, PVP 201300423
WN1012862	Syngenta Crop Protection AG, PVP 201300397
WN1013087	Syngenta Crop Protection AG, PVP 201300394
WN1013170	Syngenta Crop Protection AG, PVP 201300389
WN1013689-1	Syngenta Crop Protection AG, PVP 201300398
WN1013689-2	Syngenta Crop Protection AG, PVP 201400287
WN1115314	Syngenta Crop Protection AG, PVP 201400288
WN1115965	Syngenta Crop Protection AG, PVP 201400289
WN1116094-1	Syngenta Crop Protection AG, PVP 201300413
WN1116259	Syngenta Crop Protection AG, PVP 201400290
WN1117512	Syngenta Crop Protection AG, PVP 201400291
WN1118091	Syngenta Crop Protection AG, PVP 201400292
WN1118163	Syngenta Crop Protection AG, PVP 201300409
WN1118256	Syngenta Crop Protection AG, PVP 201400293
WN1118297	Syngenta Crop Protection AG, PVP 201400294
WN1118398	Syngenta Crop Protection AG, PVP 201400295
WN1118509	Syngenta Crop Protection AG, PVP 201400296
WN1118516	Nanking, Cn 1927
Wonetta	Selection from Mammoth Yellow
Wood_s Yellow	Farmer selection from Wood's Yellow
Wyandot	Reg. No. CV-520,
Wyandot-14	Selection from intermated population of Adams, Lincoln, Perry, Wabash, C799, C985, FC33243 and L46-1503
X4521	Monsanto Technology, LLC, PVP 8600019
X4797	Monsanto Technology, LLC, PVP 8800151
X9054	Novartis Seeds, Inc., PVP 9200112
X9060	PVP 9300018
X973-8-8-4	Syngenta Seeds, Inc., PVP 9900315
XB00448R003	Pioneer Hi-Bred International, Inc., PVP 201200175
XB004B12	Pioneer Hi-Bred International, Inc., PVP 201200176
XB004C12	Pioneer Hi-Bred International, Inc., PVP 201100213
XB008G11	Pioneer Hi-Bred International, Inc., PVP 201100211
XB009K11	Pioneer Hi-Bred International, Inc., PVP 201300200
XB01C03	Pioneer Hi-Bred International, Inc., PVP 201300201
XB01Y13	Pioneer Hi-Bred International, Inc., PVP 201300202
XB02F04	Pioneer Hi-Bred International, Inc., PVP 201300203
XB02F13	Pioneer Hi-Bred International, Inc., PVP 201300204
XB02W13	Pioneer Hi-Bred International, Inc., PVP 201300205
XB03N13	Pioneer Hi-Bred International, Inc., PVP 201000565
XB04S10	Pioneer Hi-Bred International, Inc., PVP 201300206
XB05A13	Pioneer Hi-Bred International, Inc., PVP 201300208
XB06M07	Pioneer Hi-Bred International, Inc., PVP 201100209
XB06M11	Pioneer Hi-Bred International, Inc., PVP 201300209
XB06T13	Pioneer Hi-Bred International, Inc., PVP 201300210
XB08P05	Pioneer Hi-Bred International, Inc., PVP 201000564
XB08U10	Pioneer Hi-Bred International, Inc., PVP 201300211
XB09AD13	Pioneer Hi-Bred International, Inc., PVP 201100205
XB09C11	Pioneer Hi-Bred International, Inc., PVP 201100204
XB09P11	Pioneer Hi-Bred International, Inc., PVP 201300212
XB11K13	Pioneer Hi-Bred International, Inc., PVP 201100202
XB12K05	Pioneer Hi-Bred International, Inc., PVP 201300214
XB13B13	Pioneer Hi-Bred International, Inc., PVP 201200185
XB13R12	Pioneer Hi-Bred International, Inc., PVP 201200186
XB14N12	Pioneer Hi-Bred International, Inc., PVP 201200187
XB14P12	Pioneer Hi-Bred International, Inc., PVP 201200188
XB15E12	Pioneer Hi-Bred International, Inc., PVP 201300215
XB16H	Pioneer Hi-Bred International, Inc., PVP 201000557
XB16Q10	Pioneer Hi-Bred International, Inc., PVP 201300217
XB17G13	Monsanto Technology, LLC, PVP 201400099
XB17H13	Pioneer Hi-Bred International, Inc., PVP 201200190
XB17S05	Pioneer Hi-Bred International, Inc., PVP 201300218
XB19M01	Pioneer Hi-Bred International, Inc., PVP 201300219
XB19N13	Monsanto Technology, LLC, PVP 201400100
XB20L00	Pioneer Hi-Bred International, Inc., PVP 201200192
XB21R05	Pioneer Hi-Bred International, Inc., PVP 201300220
XB21Y13	Monsanto Technology, LLC, PVP 201400101
XB21Z13	Monsanto Technology, LLC, PVP 201400102
XB22G06	Pioneer Hi-Bred International, Inc., PVP 201300221
XB22T13	Pioneer Hi-Bred International, Inc., PVP 201200195
XB22V12	Pioneer Hi-Bred International, Inc., PVP 201300222
XB22Z13	Monsanto Technology, LLC, PVP 201400103
XB23Y02	Monsanto Technology, LLC, PVP 201400104
XB24AF13	Pioneer Hi-Bred International, Inc., PVP 201200196
XB25E02	Pioneer Hi-Bred International, Inc., PVP 201200198
XB25F12	Pioneer Hi-Bred International, Inc., PVP 201200201
XB25S05	Monsanto Technology, LLC, PVP 201400105
XB25U13	Pioneer Hi-Bred International, Inc., PVP 201100191
XB25X11	Pioneer Hi-Bred International, Inc., PVP 201200203
XB26AE12	Pioneer Hi-Bred International, Inc., PVP 201300224
XB26AU13	Monsanto Technology, LLC, PVP 201400106
XB26AW13	Pioneer Hi-Bred International, Inc., PVP 201100189
XB26E11	Pioneer Hi-Bred International, Inc., PVP 201200215
XB27P04	Pioneer Hi-Bred International, Inc., PVP 201200216
XB27X12	Pioneer Hi-Bred International, Inc., PVP 201600106
XB28AB15R	Pioneer Hi-Bred International, Inc., PVP 201200218
XB28C12	Pioneer Hi-Bred International, Inc., PVP 201000551
XB28J10	Pioneer Hi-Bred International, Inc., PVP 201300226
XB28R13	Monsanto Technology, LLC, PVP 201400107
XB28T13	Pioneer Hi-Bred International, Inc., PVP 201300227
XB29AA13	Monsanto Technology, LLC, PVP 201400108
XB29D01	Pioneer Hi-Bred International, Inc., PVP 201000548
XB29K04	Pioneer Hi-Bred International, Inc., PVP 201300228
XB29X00	Pioneer Hi-Bred International, Inc., PVP 201100186
XB30AL11	Pioneer Hi-Bred International, Inc., PVP 201000545
XB30E07	Pioneer Hi-Bred International, Inc., PVP 201000478
XB30N08	Pioneer Hi-Bred International, Inc., PVP 201000477
XB30V10	Pioneer Hi-Bred International, Inc., PVP 201000476
XB31A10	Pioneer Hi-Bred International, Inc., PVP 201300229
XB31AD13	Pioneer Hi-Bred International, Inc., PVP 201300230
XB31AG13	Pioneer Hi-Bred International, Inc., PVP 201000475
XB31AQ10	Pioneer Hi-Bred International, Inc., PVP 201200220
XB31AX12	Pioneer Hi-Bred International, Inc., PVP 201300231
XB31C13	Pioneer Hi-Bred International, Inc., PVP 201100184
XB31E11	Pioneer Hi-Bred International, Inc., PVP 201200221
XB31Q	Pioneer Hi-Bred International, Inc., PVP 201200222
XB31R04	Pioneer Hi-Bred International, Inc., PVP 201300232
XB31Z01	Pioneer Hi-Bred International, Inc., PVP 201300233
XB32AC13	Pioneer Hi-Bred International, Inc., PVP 201300234
XB32AE13	Pioneer Hi-Bred International, Inc., PVP 201300236
XB32L06	Pioneer Hi-Bred International, Inc., PVP 201300237
XB32M13	Pioneer Hi-Bred International, Inc., PVP 201300238
XB32T13	Monsanto Technology, LLC, PVP 201400109
XB33B	Pioneer Hi-Bred International, Inc., PVP 201000471
XB33B10	Pioneer Hi-Bred International, Inc., PVP 201300239
XB33N06	Pioneer Hi-Bred International, Inc., PVP 201300240
XB33U13	Monsanto Technology, LLC, PVP 201400110
XB33Z13	Pioneer Hi-Bred International, Inc., PVP 201200225
XB34D12	Pioneer Hi-Bred International, Inc., PVP 201300241
XB34F13	Monsanto Technology, LLC, PVP 201400111
XB34Y13	Pioneer Hi-Bred International, Inc., PVP 201000470
XB34Z10	Monsanto Technology, LLC, PVP 201400112
XB34Z13	Pioneer Hi-Bred International, Inc., PVP 201200224
XB35AK12	Pioneer Hi-Bred International, Inc., PVP 201100179
XB35AT11	Pioneer Hi-Bred International, Inc., PVP 201300242
XB35D	Pioneer Hi-Bred International, Inc., PVP 201300243
XB35Q04	Pioneer Hi-Bred International, Inc., PVP 201000469
XB35R10	Monsanto Technology, LLC, PVP 201400113
XB35W13	Monsanto Technology, LLC, PVP 201400114
XB35X13	Monsanto Technology, LLC, PVP 201400115
XB35Y13	Pioneer Hi-Bred International, Inc., PVP 201300244
XB36AL13	Pioneer Hi-Bred International, Inc., PVP 201300245
XB36AP13	Pioneer Hi-Bred International, Inc., PVP 201300246
XB36E13	Monsanto Technology, LLC, PVP 201400116
XB36G13	Pioneer Hi-Bred International, Inc., PVP 201000468
XB37C02	Pioneer Hi-Bred International, Inc., PVP 201300247
XB37E13	Pioneer Hi-Bred International, Inc., PVP 201200227
XB37L03	Pioneer Hi-Bred International, Inc., PVP 201000540
XB37Q10	Pioneer Hi-Bred International, Inc., PVP 201200228
XB37U12	Pioneer Hi-Bred International, Inc., PVP 201200229
XB38AR12	Pioneer Hi-Bred International, Inc., PVP 201300248
XB38AT13	Monsanto Technology, LLC, PVP 201400117
XB38E06	Monsanto Technology, LLC, PVP 201400118
XB38F13	Monsanto Technology, LLC, PVP 201400119
XB38Y01	Pioneer Hi-Bred International, Inc., PVP 201100175
XB39A11	Pioneer Hi-Bred International, Inc., PVP 201000538
XB39B10	Pioneer Hi-Bred International, Inc., PVP 201000537
XB39C10	Monsanto Technology, LLC, PVP 201400120
XB39C13	Monsanto Technology, LLC, PVP 201400121
XB39D13	Pioneer Hi-Bred International, Inc., PVP 201000536
XB40H09	Pioneer Hi-Bred International, Inc., PVP 201300249
XB40S13	Pioneer Hi-Bred International, Inc., PVP 201000535
XB40U10	Monsanto Technology, LLC, PVP 201400122
XB40U13	Pioneer Hi-Bred International, Inc., PVP 201300250
XB41B05	Pioneer Hi-Bred International, Inc., PVP 201000533
XB41M01	Pioneer Hi-Bred International, Inc., PVP 201300251
XB41T13	Pioneer Hi-Bred International, Inc., PVP 201300252
XB41V13	Pioneer Hi-Bred International, Inc., PVP 201000532
XB42J00	Pioneer Hi-Bred International, Inc., PVP 201100173
XB43J	Pioneer Hi-Bred International, Inc., PVP 201200231
XB43J12	Pioneer Hi-Bred International, Inc., PVP 201000531
XB43W04	Monsanto Technology, LLC, PVP 201400123
XB44W04	Pioneer Hi-Bred International, Inc., PVP 201200234
XB45J12	Pioneer Hi-Bred International, Inc., PVP 201300253
XB45T13	Pioneer Hi-Bred International, Inc., PVP 201300254
XB46L99	Pioneer Hi-Bred International, Inc., PVP 201300255
XB47H13	Pioneer Hi-Bred International, Inc., PVP 201200236
XB47R12	Pioneer Hi-Bred International, Inc., PVP 201300256
XB48B	Pioneer Hi-Bred International, Inc., PVP 201300257
XB48P13	Pioneer Hi-Bred International, Inc., PVP 201000577
XB48W07	Monsanto Technology, LLC, PVP 201400124
XB49K04	Pioneer Hi-Bred International, Inc., PVP 201000579
XB52G	Pioneer Hi-Bred International, Inc., PVP 201300258
XB52J13	Pioneer Hi-Bred International, Inc., PVP 201300259
XB53E02	Pioneer Hi-Bred International, Inc., PVP 201300260
XB53N13	Pioneer Hi-Bred International, Inc., PVP 201200252
XB53S12	Pioneer Hi-Bred International, Inc., PVP 201300261
XB53T13	Monsanto Technology, LLC, PVP 201400125
XB55B13	Monsanto Technology, LLC, PVP 201400126
XB55C13	Monsanto Technology, LLC, PVP 201400127
XB56V13	Pioneer Hi-Bred International, Inc., PVP 201000575
XB59U04	Pioneer Hi-Bred International, Inc., PVP 201300019
XB67A00	Pioneer Hi-Bred International, Inc., PVP 201200255
XB68A12	Pioneer Hi-Bred International, Inc., PVP 201300018
XB73A13	Pioneer Hi-Bred International, Inc., PVP 201300017
XB73B13	Pioneer Hi-Bred International, Inc., PVP 201300483
XB74A09	Pioneer Hi-Bred International, Inc., PVP 201200003
XB74B11	Pioneer Hi-Bred International, Inc., PVP 201200002
XB74D11	Pioneer Hi-Bred International, Inc., PVP 201300016
XB74E12	Pioneer Hi-Bred International, Inc., PVP 201300015
XB74F13	Pioneer Hi-Bred International, Inc., PVP 201300012
XB77C12	Pioneer Hi-Bred International, Inc., PVP 201300262
XB77D13	Pioneer Hi-Bred International, Inc., PVP 201300014
XB79A05	Pioneer Hi-Bred International, Inc., PVP 201300013
XB85C04	Pioneer Hi-Bred International, Inc., PVP 201300011
XB85F13	Pioneer Hi-Bred International, Inc., PVP 201300025
XB86G13	Pioneer Hi-Bred International, Inc., PVP 201300482
XB88B14	Pioneer Hi-Bred International, Inc., PVP 201300263
XBP02003	Pioneer Hi-Bred International, Inc., PVP 201300264
XBP04003	Pioneer Hi-Bred International, Inc., PVP 201200258
XBP06007	Pioneer Hi-Bred International, Inc., PVP 201200259
XBP08004	Pioneer Hi-Bred International, Inc., PVP 201300265
XBP08006	Pioneer Hi-Bred International, Inc., PVP 201300266
XBP09006	Pioneer Hi-Bred International, Inc., PVP 201300267
XBP10002	Pioneer Hi-Bred International, Inc., PVP 201300268
XBP14004	Pioneer Hi-Bred International, Inc., PVP 201300269
XBP16004	Pioneer Hi-Bred International, Inc., PVP 201300270
XBP18006	Pioneer Hi-Bred International, Inc., PVP 201200263
XBP19006	Pioneer Hi-Bred International, Inc., PVP 201300271
XBP20002	Pioneer Hi-Bred International, Inc., PVP 201300272
XBP22003	Pioneer Hi-Bred International, Inc., PVP 201300273
XBP22004	Pioneer Hi-Bred International, Inc., PVP 201300274
XBP22005	Pioneer Hi-Bred International, Inc., PVP 201300275
XBP27009	Pioneer Hi-Bred International, Inc., PVP 201300276
XBP27010	Pioneer Hi-Bred International, Inc., PVP 201300277
XBP30007	Pioneer Hi-Bred International, Inc., PVP 201300284
XBP48009	Pioneer Hi-Bred International, Inc., PVP 201200279
XBP49008	Pioneer Hi-Bred International, Inc., PVP 201300285
XBP49013	Pioneer Hi-Bred International, Inc., PVP 201300286
XI70821	Teweles Seed Company, PVP 7100061
XK-165	Teweles Seed Company, PVP 7100037
XK-505	Teweles Seed Company, PVP 7100060
XK-515	Teweles Seed Company, PVP 7100062
XK-535	Teweles Seed Company, PVP 7100063
XK-565	Teweles Seed Company, PVP 7100074
XK-585	Teweles Seed Company, PVP 7100072
XK-590	Teweles Seed Company, PVP 7100073
XK-605	Selection from Calland
XK88K06	Monsanto Technology, LLC, PVP 9000147
XP1928	Parentage conflict. May be ( Century 84 (2) x A79-134008 ), Monsanto Technology, LLC, PVP 9000007
XP2543	Monsanto Technology, LLC, PVP 8800175, 1996 Northern Tests lists parentage as Asgrow A3860 x Fayette.  Fayette parentage is (Williams(2) x PI 88788)
XP4009	Monsanto Technology, LLC, PVP 9300151, Parentage conflict Northern Test 2008 says parentage is A4009 x A4595
